epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
17,2415.4,0.86723,0.7898,1.17905,0.79568,0.80622,0.8584,0.62036,0.74675,0.68014,1.05666,0.00120265,0.00120265,0.00120265
18,2502.07,0.89315,0.7949,1.18703,0.74316,0.79591,0.83784,0.61017,0.77518,0.70176,1.09011,0.0011885,0.0011885,0.0011885
19,2589.92,0.88507,0.7779,1.18427,0.82397,0.80388,0.87706,0.63579,0.73066,0.62967,1.05957,0.00117435,0.00117435,0.00117435
20,2695.58,0.88742,0.77577,1.17348,0.80979,0.81784,0.87253,0.63634,0.72652,0.59423,1.0408,0.00116021,0.00116021,0.00116021
21,2807.68,0.86507,0.7644,1.16675,0.78455,0.81507,0.86782,0.64025,0.74898,0.65319,1.07798,0.00114606,0.00114606,0.00114606
22,2966.7,0.86978,0.76859,1.17355,0.83582,0.79744,0.86792,0.62802,0.72501,0.64538,1.03926,0.00113191,0.00113191,0.00113191
23,3054.1,0.8591,0.75597,1.16723,0.85867,0.7968,0.8732,0.62333,0.75867,0.61791,1.08157,0.00111776,0.00111776,0.00111776
24,3164.46,0.86434,0.72928,1.1618,0.8498,0.81789,0.8886,0.6377,0.74456,0.62264,1.05125,0.00110362,0.00110362,0.00110362
25,3252.65,0.84904,0.74239,1.15762,0.83351,0.82662,0.88898,0.65326,0.70185,0.58796,1.02364,0.00108947,0.00108947,0.00108947
26,3351.92,0.85349,0.72497,1.16048,0.86223,0.8277,0.89766,0.66216,0.7001,0.54722,1.01273,0.00107532,0.00107532,0.00107532
27,3473.97,0.86986,0.72625,1.16006,0.81465,0.82124,0.88223,0.65009,0.72223,0.59603,1.05446,0.00106118,0.00106118,0.00106118
28,3551.28,0.8361,0.71313,1.14809,0.83944,0.84028,0.89927,0.66123,0.71666,0.56729,1.04358,0.00104703,0.00104703,0.00104703
29,3644.96,0.83446,0.6987,1.14506,0.83142,0.83972,0.90085,0.66533,0.70139,0.56741,1.02074,0.00103288,0.00103288,0.00103288
30,3767.19,0.83557,0.71386,1.14248,0.85642,0.83455,0.90371,0.66312,0.70131,0.54893,1.02247,0.00101873,0.00101873,0.00101873
31,3865.71,0.84071,0.69937,1.15192,0.86394,0.84135,0.90821,0.66274,0.71663,0.55014,1.0219,0.00100459,0.00100459,0.00100459
32,3962.8,0.81049,0.69055,1.1423,0.85736,0.83476,0.89886,0.65777,0.6911,0.58359,1.01444,0.00099044,0.00099044,0.00099044
33,4042.78,0.82158,0.68371,1.14164,0.85488,0.85372,0.91011,0.67253,0.69207,0.51845,1.01546,0.000976293,0.000976293,0.000976293
34,4132.52,0.82775,0.68227,1.13411,0.851,0.86038,0.90805,0.67776,0.66813,0.52958,0.99428,0.000962146,0.000962146,0.000962146
35,4237.22,0.82539,0.66776,1.13923,0.84183,0.84911,0.91021,0.67808,0.68088,0.53843,1.00686,0.000947999,0.000947999,0.000947999
36,4324.67,0.79917,0.66221,1.13491,0.87359,0.8456,0.91372,0.6768,0.67177,0.51145,0.98696,0.000933851,0.000933851,0.000933851
37,4411.29,0.80243,0.65531,1.12604,0.84491,0.85532,0.91009,0.68,0.68809,0.51933,1.01029,0.000919704,0.000919704,0.000919704
38,4498.18,0.81836,0.6479,1.12723,0.87927,0.85506,0.92475,0.69543,0.64834,0.48409,0.97388,0.000905557,0.000905557,0.000905557
39,4679.26,0.80977,0.6558,1.12948,0.86372,0.84602,0.91078,0.66903,0.67502,0.51757,1.00309,0.00089141,0.00089141,0.00089141
40,4751.4,0.80526,0.64209,1.12652,0.86464,0.85516,0.92001,0.69624,0.66115,0.49366,1.00004,0.000877263,0.000877263,0.000877263
41,4829.45,0.80779,0.65139,1.1251,0.87153,0.86374,0.92152,0.69455,0.66316,0.48898,1.00349,0.000863116,0.000863116,0.000863116
42,4901.77,0.80919,0.64277,1.12687,0.85911,0.87003,0.92401,0.69655,0.65278,0.49165,0.9851,0.000848969,0.000848969,0.000848969
43,4989.74,0.80742,0.63122,1.12557,0.86375,0.86708,0.9298,0.69768,0.66749,0.46222,0.99841,0.000834822,0.000834822,0.000834822
44,5064.83,0.80382,0.64682,1.12999,0.87147,0.85873,0.92129,0.6966,0.65242,0.48509,0.9785,0.000820675,0.000820675,0.000820675
45,5153.64,0.80587,0.63643,1.11757,0.87399,0.86987,0.92952,0.70815,0.63676,0.46297,0.9651,0.000806528,0.000806528,0.000806528
46,5229,0.80132,0.6198,1.11829,0.87293,0.87568,0.93053,0.70252,0.64826,0.45272,0.98319,0.00079238,0.00079238,0.00079238
47,5335.06,0.78648,0.61736,1.1145,0.89024,0.85527,0.92973,0.70804,0.64982,0.44853,0.9733,0.000778233,0.000778233,0.000778233
48,5423.91,0.76588,0.60123,1.10512,0.88804,0.86592,0.92767,0.7042,0.63907,0.44254,0.96319,0.000764086,0.000764086,0.000764086
49,5511.16,0.76962,0.60394,1.10785,0.87669,0.8726,0.9287,0.70973,0.63042,0.45297,0.96117,0.000749939,0.000749939,0.000749939
50,5598.71,0.75348,0.58827,1.10133,0.88993,0.86788,0.93677,0.71058,0.63755,0.43953,0.96376,0.000735792,0.000735792,0.000735792
51,5709.87,0.77871,0.60063,1.10381,0.87021,0.88165,0.93785,0.71869,0.62637,0.42814,0.95272,0.000721645,0.000721645,0.000721645
52,5822.95,0.78057,0.60286,1.10332,0.89159,0.885,0.93806,0.71828,0.63342,0.41854,0.95452,0.000707498,0.000707498,0.000707498
53,6007.27,0.74849,0.58916,1.1016,0.88196,0.88233,0.93517,0.71702,0.62411,0.42884,0.95163,0.000693351,0.000693351,0.000693351
54,6187.59,0.75925,0.57595,1.0972,0.87405,0.88249,0.93649,0.71894,0.62069,0.43514,0.95041,0.000679204,0.000679204,0.000679204
55,6411.53,0.74924,0.58066,1.09779,0.87628,0.8939,0.94347,0.72562,0.61872,0.41618,0.9426,0.000665057,0.000665057,0.000665057
56,6630.71,0.77008,0.58307,1.09937,0.88155,0.87961,0.93922,0.71863,0.61837,0.42696,0.94759,0.000650909,0.000650909,0.000650909
57,6848.22,0.74995,0.56521,1.09218,0.8584,0.8886,0.94217,0.7227,0.61443,0.43071,0.95139,0.000636762,0.000636762,0.000636762
58,7098.82,0.76698,0.56733,1.09955,0.90138,0.89179,0.94736,0.72969,0.60536,0.40465,0.93058,0.000622615,0.000622615,0.000622615
59,7347.2,0.7545,0.56834,1.09498,0.8873,0.88737,0.94452,0.71811,0.63419,0.41811,0.95388,0.000608468,0.000608468,0.000608468
60,7538.4,0.75586,0.56318,1.09253,0.88097,0.8932,0.94478,0.73021,0.61121,0.41319,0.93743,0.000594321,0.000594321,0.000594321
61,7796.79,0.72426,0.54095,1.08249,0.8947,0.89544,0.94734,0.73359,0.59775,0.41501,0.93507,0.000580174,0.000580174,0.000580174
62,7881.83,0.74684,0.55178,1.08883,0.88748,0.90534,0.95105,0.73673,0.59441,0.39078,0.92092,0.000566027,0.000566027,0.000566027
63,8054.68,0.75677,0.55631,1.08402,0.88898,0.90411,0.95059,0.73782,0.60096,0.40169,0.93088,0.00055188,0.00055188,0.00055188
64,8243.38,0.74705,0.54275,1.0813,0.88999,0.90183,0.95115,0.73644,0.60991,0.38217,0.93931,0.000537733,0.000537733,0.000537733
65,8355.04,0.74486,0.54471,1.08459,0.88951,0.9068,0.95127,0.7379,0.59763,0.39472,0.93689,0.000523586,0.000523586,0.000523586
66,8530.87,0.73964,0.54274,1.08998,0.911,0.90339,0.95569,0.74106,0.5904,0.38102,0.91607,0.000509438,0.000509438,0.000509438
67,8627.43,0.73616,0.53372,1.07836,0.9053,0.90093,0.95488,0.74212,0.59858,0.38008,0.93815,0.000495291,0.000495291,0.000495291
68,8688.65,0.72444,0.52446,1.07458,0.8977,0.90897,0.95492,0.74431,0.59279,0.38201,0.92978,0.000481144,0.000481144,0.000481144
69,8750.24,0.73615,0.53868,1.0754,0.89628,0.90715,0.95589,0.74504,0.59315,0.38203,0.92808,0.000466997,0.000466997,0.000466997
70,8814.35,0.73579,0.52534,1.08129,0.9122,0.90799,0.95732,0.74699,0.58989,0.37342,0.92601,0.00045285,0.00045285,0.00045285
71,8875.67,0.72372,0.52024,1.07778,0.9078,0.91361,0.96081,0.7516,0.57621,0.36818,0.9106,0.000438703,0.000438703,0.000438703
72,8936.31,0.72439,0.51602,1.07454,0.89871,0.90706,0.95783,0.7475,0.56993,0.36241,0.89822,0.000424556,0.000424556,0.000424556
73,9026.46,0.72358,0.50417,1.0713,0.89927,0.92021,0.96079,0.75415,0.56789,0.36203,0.89832,0.000410409,0.000410409,0.000410409
74,9104.01,0.71574,0.50963,1.06806,0.91288,0.9141,0.96215,0.75571,0.57221,0.35747,0.91008,0.000396262,0.000396262,0.000396262
75,9180.52,0.70418,0.50789,1.06917,0.90582,0.9101,0.95972,0.75275,0.57076,0.36854,0.90398,0.000382115,0.000382115,0.000382115
76,9253.94,0.72707,0.51249,1.06612,0.92236,0.90995,0.96352,0.75757,0.56703,0.35215,0.8972,0.000367967,0.000367967,0.000367967
77,9325.97,0.72256,0.5015,1.06265,0.91684,0.9152,0.96541,0.76108,0.55548,0.34174,0.88639,0.00035382,0.00035382,0.00035382
78,9412.31,0.70877,0.49968,1.06404,0.91716,0.91176,0.96347,0.76118,0.55324,0.34332,0.88562,0.000339673,0.000339673,0.000339673
79,9488.99,0.69015,0.48985,1.06241,0.9241,0.91685,0.96455,0.76303,0.55157,0.34426,0.88317,0.000325526,0.000325526,0.000325526
80,9562.9,0.68674,0.48844,1.05729,0.90979,0.9187,0.96564,0.76235,0.5539,0.34822,0.88474,0.000311379,0.000311379,0.000311379
81,9637.1,0.70665,0.49194,1.06176,0.91537,0.92171,0.96659,0.76572,0.5511,0.34062,0.88689,0.000297232,0.000297232,0.000297232
82,9710.18,0.70893,0.47976,1.06317,0.91961,0.91923,0.96552,0.76736,0.54849,0.34404,0.88546,0.000283085,0.000283085,0.000283085
83,9784.73,0.70696,0.47918,1.05874,0.91893,0.92684,0.96856,0.76966,0.54645,0.32703,0.88185,0.000268938,0.000268938,0.000268938
84,9874.13,0.69807,0.46814,1.05401,0.93012,0.92177,0.96981,0.77061,0.54529,0.33387,0.8856,0.000254791,0.000254791,0.000254791
85,9949.66,0.70165,0.47676,1.0623,0.9119,0.92593,0.96848,0.77026,0.5384,0.33091,0.87309,0.000240644,0.000240644,0.000240644
86,10070.4,0.68169,0.4726,1.05297,0.92748,0.92645,0.96995,0.77281,0.53597,0.32482,0.87209,0.000226497,0.000226497,0.000226497
87,10145.5,0.69399,0.46685,1.05408,0.92693,0.92422,0.96969,0.77273,0.54365,0.31575,0.88399,0.000212349,0.000212349,0.000212349
88,10221,0.66745,0.46488,1.04602,0.92497,0.92891,0.97102,0.77395,0.53697,0.31554,0.8714,0.000198202,0.000198202,0.000198202
89,10297.3,0.69915,0.47208,1.04906,0.93098,0.92811,0.97146,0.77607,0.53277,0.31254,0.87037,0.000184055,0.000184055,0.000184055
90,10383.6,0.69093,0.46248,1.05076,0.93031,0.92835,0.97059,0.77452,0.53493,0.31424,0.87267,0.000169908,0.000169908,0.000169908
91,10489.9,0.72486,0.42758,1.039,0.93212,0.9271,0.9704,0.77443,0.53602,0.31691,0.87143,0.000155761,0.000155761,0.000155761
92,10568.2,0.70549,0.4121,1.03885,0.93011,0.9306,0.97076,0.77763,0.52723,0.30831,0.86523,0.000141614,0.000141614,0.000141614
93,10644.3,0.71152,0.40719,1.03158,0.92578,0.93128,0.9713,0.77852,0.52201,0.30419,0.85921,0.000127467,0.000127467,0.000127467
94,10722.1,0.71012,0.4056,1.02916,0.93133,0.93346,0.97249,0.77974,0.52051,0.30449,0.85997,0.00011332,0.00011332,0.00011332
95,10799.5,0.6877,0.40077,1.02529,0.93279,0.92975,0.9734,0.78302,0.51533,0.29852,0.85556,9.91726e-05,9.91726e-05,9.91726e-05
96,10877.7,0.69775,0.39806,1.02211,0.9307,0.93655,0.9745,0.78317,0.5147,0.29891,0.85532,8.50255e-05,8.50255e-05,8.50255e-05
97,10956.1,0.69377,0.39539,1.01772,0.93261,0.93492,0.97386,0.78344,0.51189,0.294,0.85247,7.08784e-05,7.08784e-05,7.08784e-05
98,11036.4,0.68013,0.38128,1.02055,0.93883,0.9334,0.97474,0.78469,0.50879,0.29283,0.85071,5.67313e-05,5.67313e-05,5.67313e-05
99,11111.1,0.69035,0.38747,1.02528,0.93358,0.93274,0.97481,0.78582,0.50982,0.2932,0.8516,4.25842e-05,4.25842e-05,4.25842e-05
100,11188.3,0.67975,0.38062,1.02418,0.93524,0.93397,0.97511,0.78636,0.50614,0.28735,0.84915,2.84371e-05,2.84371e-05,2.84371e-05
