epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
187,3667.47,0.16678,0.28385,0.8479,0.99742,1,0.995,0.995,0.11097,0.2535,0.75724,0.00011332,0.00011332,0.00011332
188,3687.7,0.15682,0.25711,0.81314,0.99753,1,0.995,0.995,0.11028,0.25467,0.75727,0.000106246,0.000106246,0.000106246
189,3707.49,0.15881,0.26186,0.81203,0.99747,1,0.995,0.995,0.10978,0.25322,0.75762,9.91726e-05,9.91726e-05,9.91726e-05
190,3727.2,0.15117,0.26034,0.81736,0.99732,1,0.995,0.995,0.10811,0.24958,0.75782,9.20991e-05,9.20991e-05,9.20991e-05
191,3746.5,0.12865,0.27385,0.78569,0.9972,1,0.995,0.995,0.10749,0.24654,0.75903,8.50255e-05,8.50255e-05,8.50255e-05
192,3766.32,0.12132,0.2678,0.77788,0.99691,1,0.995,0.995,0.10641,0.25058,0.7593,7.7952e-05,7.7952e-05,7.7952e-05
193,3785.89,0.13056,0.26013,0.78216,0.99679,1,0.995,0.994,0.10413,0.25028,0.75932,7.08784e-05,7.08784e-05,7.08784e-05
194,3806.44,0.11281,0.25995,0.78996,0.99673,1,0.995,0.994,0.10277,0.25206,0.75922,6.38049e-05,6.38049e-05,6.38049e-05
195,3825.41,0.10829,0.25258,0.77169,0.99659,1,0.995,0.994,0.10223,0.25536,0.75937,5.67313e-05,5.67313e-05,5.67313e-05
196,3844.98,0.10682,0.24662,0.75786,0.99617,1,0.995,0.994,0.10258,0.25876,0.75928,4.96578e-05,4.96578e-05,4.96578e-05
197,3865.37,0.11234,0.24351,0.78249,0.99592,1,0.995,0.994,0.10202,0.25805,0.75913,4.25842e-05,4.25842e-05,4.25842e-05
198,3884.88,0.11303,0.24742,0.78664,0.9957,1,0.995,0.994,0.1013,0.25914,0.75882,3.55107e-05,3.55107e-05,3.55107e-05
199,3903.99,0.11533,0.25187,0.79049,0.99563,1,0.995,0.994,0.10047,0.2588,0.75854,2.84371e-05,2.84371e-05,2.84371e-05
200,3923.9,0.09496,0.23513,0.76799,0.99548,1,0.995,0.994,0.09826,0.25494,0.75793,2.13636e-05,2.13636e-05,2.13636e-05
